id,name,position,team,cost,points,goals,assists,clean_sheets,form,selected_by_percent,minutes,yellow_cards,red_cards,saves,bonus
580,Loris Karius,GK,Newcastle,3.9,0,0,0,0,0.2,0.30148830024568757,0,0,0,0,0
747,Joshua Duffus,MID,Brighton,4.4,0,0,0,0,0.0,0.004934094136023887,0,0,0,0,0
152,Bart Verbruggen,GK,Brighton,4.4,0,0,0,0,1.8,0.4781634955373499,0,0,0,0,0
586,Tahith Chong,MID,Luton,4.7,7,1,0,0,3.5,0.09551151083044483,83,0,0,0,0
56,Morgan Sanson,MID,Aston Villa,4.5,0,0,0,0,0.0,0.004371434278407127,0,0,0,0,0
275,Bernd Leno,GK,Fulham,4.8,8,0,0,1,3.8,17.3748498401505,90,0,0,5,1
99,Josh Dasilva,MID,Brentford,4.7,0,0,0,0,0.0,0.028403502427769085,0,0,0,0,0
440,Josh Bowler,MID,Nott'm Forest,4.5,0,0,0,0,0.0,0.002228998666712545,0,0,0,0,0
671,Bashir Humphreys,DEF,Chelsea,4.0,0,0,0,0,0.0,0.009716702925766338,0,0,0,0,0
31,Oleksandr Zinchenko,DEF,Arsenal,5.0,0,0,0,0,0.8,7.541297610491789,0,0,0,0,0
272,Tyrese Francois,MID,Fulham,4.4,0,0,0,0,0.0,0.025287232447122415,0,0,0,0,0
433,Callum Wilson,FWD,Newcastle,7.8,0,0,0,0,0.0,3.2777317190189206,0,0,0,0,0
426,Allan Saint-Maximin,MID,Newcastle,6.0,0,0,0,0,0.0,0.03039445269318223,0,0,0,0,0
773,Lewis Orford,MID,West Ham,4.5,0,0,0,0,0.0,0.002055872556676619,0,0,0,0,0
694,Han-Noah Massengo,MID,Burnley,4.9,0,0,0,0,-0.3,0.009738343689520828,0,0,0,0,0
594,Zeki Amdouni,FWD,Burnley,5.3,1,0,0,0,0.7,0.318573683229858,21,0,0,0,0
123,Steven Alzate,MID,Brighton,4.4,0,0,0,0,0.0,0.05134271200752926,0,0,0,0,0
170,Jóhann Berg Gudmundsson,MID,Burnley,4.8,1,0,0,0,0.5,0.028479245100909798,1,0,0,0,0
665,Tim Krul,GK,Luton,4.4,0,0,0,0,-1.0,0.052868385852220846,0,0,0,0,0
39,Keinan Davis,FWD,Aston Villa,4.9,0,0,0,0,0.0,0.12829726791849827,0,0,0,0,0
373,Bruno Borges Fernandes,MID,Man Utd,8.2,5,0,1,0,2.2,11.30932247313245,90,0,0,0,0
87,Hamed Traorè,MID,Bournemouth,4.7,0,0,0,0,0.0,0.01573283524951476,0,0,0,0,0
146,Jeremy Sarmiento Morante,MID,Brighton,4.5,0,0,0,0,0.0,0.009035018867499878,0,0,0,0,0
602,Issa Kaboré,DEF,Luton,4.0,1,0,0,0,-0.8,3.128129119184126,90,0,0,0,0
464,Sam Surridge,FWD,Nott'm Forest,4.5,0,0,0,0,0.0,0.1360771224882377,0,0,0,0,0
318,Reece Burke,DEF,Luton,4.0,3,0,1,0,0.0,0.15024100236555188,90,1,0,0,0
657,Jesurun Rak-Sakyi,MID,Crystal Palace,4.5,0,0,0,0,0.0,0.015126893864389018,0,0,0,0,0
699,Clément Lenglet,DEF,Aston Villa,4.5,1,0,0,0,2.0,0.36124926935371376,90,0,0,0,0
8,Gabriel Fernando de Jesus,FWD,Arsenal,7.8,1,0,0,0,1.7,3.05677952108557,26,0,0,0,0
674,Hannes Delcroix,DEF,Burnley,4.0,0,0,0,0,-0.3,0.05590891315972679,0,0,0,0,0
173,Dara O'Shea,DEF,Burnley,4.4,0,0,0,0,1.3,0.2669712820572749,89,1,0,0,0
496,Eric Dier,DEF,Spurs,4.2,0,0,0,0,0.0,0.43004525732923976,0,0,0,0,0
783,Kaide Gordon,MID,Liverpool,4.5,0,0,0,0,0.5,0.004036002440212521,0,0,0,0,0
242,Joel Ward,DEF,Crystal Palace,4.5,1,0,0,0,1.7,0.23340645747405975,90,0,0,0,0
603,Harvey Barnes,MID,Newcastle,6.2,1,0,0,0,1.2,1.1718581776875503,20,0,0,0,0
791,Cesare Casadei,MID,Chelsea,4.5,0,0,0,0,0.3,0.0030405273075059473,0,0,0,0,0
356,Mateo Kovačić,MID,Man City,4.7,0,0,0,0,1.8,0.3957662875421265,0,0,0,0,0
824,Jayden Danns,FWD,Liverpool,4.5,0,0,0,0,0.8,0.04453669180674192,6,1,0,0,0
588,Ashley Young,DEF,Everton,4.4,0,0,0,0,2.2,0.33366811594861534,0,0,0,0,0
530,Aaron Cresswell,DEF,West Ham,4.2,0,0,0,0,0.2,0.3422162176316391,0,0,0,0,0
508,Sergio Reguilón,DEF,Brentford,4.4,4,0,1,0,4.0,2.123781273338211,90,0,0,0,0
447,Morgan Gibbs-White,MID,Nott'm Forest,5.7,1,0,0,0,3.0,1.374837721322796,90,1,0,0,0
395,Raphaël Varane,DEF,Man Utd,4.9,0,0,0,0,0.2,2.6947836453823264,90,1,0,0,0
